"oppcall","timespan","laghome","goaldiff","inrow2"
0,2.916667,1,-2,0
1,9.716667,0,-5,0
1,7,1,1,0
1,4.2,1,1,1
0,2.45,1,2,1
0,8.366667,1,2,0
1,6.85,1,-1,0
1,7.466667,0,4,0
1,8.133333,1,0,0
0,10.03333,1,-1,0
0,12.9,1,0,0
0,3.183333,0,0,1
0,1.616667,1,-5,1
1,5.083333,0,1,0
1,3.6,0,1,1
0,10.38333,0,4,0
1,2.566667,0,0,0
0,3.083333,1,0,0
0,5.4,0,1,0
0,3.7,1,0,0
0,7.783333,1,2,0
1,1.583333,0,-2,0
1,1.5,0,-1,0
1,5.583333,1,1,0
1,14.06667,0,0,0
1,3.083333,1,3,0
0,2.2,0,0,1
0,2.783333,1,0,1
0,5.283333,1,0,0
1,5.316667,0,-2,1
0,3.533333,0,1,0
1,10.18333,0,-2,0
1,3.116667,0,2,0
1,2.3,0,1,0
0,4.3,1,0,0
1,5.033333,0,1,0
0,1.8,1,1,0
1,0.2833333,1,-2,1
1,1.366667,0,0,1
0,1.733333,0,-2,0
0,2.366667,0,4,1
0,0.85,1,1,1
1,12.66667,1,-5,0
0,11.21667,0,3,0
1,7.183333,0,-1,1
1,6.066667,1,1,0
0,10.41667,1,0,0
0,2.333333,0,2,1
1,7.7,1,0,1
1,7.933333,0,3,0
1,0.65,1,1,0
1,9.416667,0,0,1
1,3.683333,0,1,0
0,3.5,1,0,0
1,7.883333,1,-1,1
1,2.8,0,0,0
1,3.883333,0,0,0
1,5.8,1,0,0
1,2.983333,0,-1,0
0,5,0,2,1
1,4,0,1,1
0,4.933333,0,1,0
0,2.216667,0,1,0
1,1.783333,1,-2,1
1,5.266667,0,-2,1
1,20.53333,1,1,1
0,11,1,-1,1
0,1.633333,0,0,0
1,2.183333,1,-2,1
1,2.516667,0,2,0
1,3.316667,1,-1,0
0,3.216667,0,0,0
0,3.383333,1,1,0
0,8.083333,1,1,1
1,2.233333,1,-1,1
1,33.1,1,1,0
0,12.7,0,1,0
0,3.916667,0,0,0
1,2.55,1,-3,0
1,5.816667,1,0,0
0,2.566667,1,-3,0
0,8.216667,1,1,0
0,4.1,0,0,0
1,3.016667,1,1,0
1,7.9,0,-1,0
0,1.633333,1,0,0
1,8.616667,0,-2,0
0,3.966667,0,0,1
1,3.15,1,-1,1
0,11.58333,0,0,1
1,6.45,1,-2,1
1,8.533333,1,-1,0
0,2.866667,1,1,0
0,2.1,0,-1,0
0,6.6,0,1,0
0,2.516667,0,1,0
1,10.01667,0,1,0
1,9.15,1,-2,1
1,4.066667,1,1,0
1,2.65,1,0,0
1,16.2,1,0,0
0,3.1,1,-6,0
0,3.416667,0,4,0
0,2.75,1,2,1
1,3.516667,0,1,0
0,13.81667,1,1,0
0,3.783333,0,-1,1
1,22.21667,1,-1,1
1,2.433333,1,-2,0
0,4.55,1,0,0
0,3.583333,0,2,0
1,14.58333,1,-1,0
1,4.3,0,0,0
0,1.866667,1,0,1
0,1.366667,1,2,1
1,2.516667,0,0,0
1,6.316667,1,-2,0
0,1.616667,0,-1,1
0,18.03333,0,0,0
1,3.033333,1,1,1
1,4.866667,1,-2,1
0,8.783333,0,1,0
1,4.516667,0,-1,0
0,2.466667,0,1,0
1,5.383333,0,0,0
0,16.46667,1,3,0
1,5.733333,0,-1,1
1,1.833333,1,-1,0
0,4.166667,0,-1,1
1,5.066667,1,-1,1
0,3.55,1,0,1
1,1.5,1,0,0
1,3.35,0,0,0
0,3.866667,0,-1,0
0,2.716667,1,0,0
1,9.233333,0,1,0
0,3.116667,0,-1,0
1,6.366667,1,0,0
1,1.366667,0,-2,1
1,6.933333,1,0,0
0,7.433333,0,0,0
1,1.033333,0,0,0
1,6.333333,0,3,1
0,18.78333,0,1,1
1,12.36667,1,0,1
0,4.133333,1,-1,0
0,11.61667,0,1,1
0,3.9,0,-1,0
0,6.316667,0,-4,1
0,10.03333,0,1,0
1,8.816667,1,1,0
1,15.48333,1,-1,1
0,4.766667,0,-1,0
0,6.466667,1,-2,1
1,23.76667,0,1,1
1,9.3,0,0,1
1,6.766667,1,0,0
0,0.5666667,0,-1,0
0,1.066667,0,3,0
0,6.233333,0,1,0
1,10.05,0,-1,1
1,1.25,1,0,0
0,15.31667,1,1,1
0,15.65,0,1,0
0,1.016667,1,-1,1
1,9.866667,0,-1,0
0,10.15,0,-6,1
0,8.45,1,-2,1
1,7.183333,1,-2,1
1,5.083333,0,-1,1
1,8.416667,1,-3,0
1,3.566667,1,-1,1
1,11.53333,1,1,0
1,3.166667,1,3,1
0,4.183333,0,1,0
0,0.5,1,1,0
1,1.2,0,1,0
1,2.65,1,-4,0
1,5.2,0,-2,1
0,15.38333,0,1,0
1,2.7,1,1,0
0,3.566667,0,-3,0
0,4.05,1,2,0
0,2.016667,0,1,0
1,1.833333,1,1,1
1,0.3333333,0,0,1
1,4.45,1,-1,1
1,1.883333,1,0,0
1,4.15,1,0,0
1,0.8666667,0,0,0
1,4.716667,1,0,1
1,0.6333333,1,0,0
1,3.683333,1,-1,0
0,0.4333333,0,0,0
1,1.166667,1,2,0
0,3.716667,1,1,0
1,9.766667,1,2,0
1,13.23333,0,0,0
0,3.75,1,1,0
1,18.58333,0,-1,0
0,20.48333,0,0,1
0,19.03333,0,0,1
1,5.016667,1,0,1
1,3.6,0,-1,0
1,2.95,1,-1,1
1,10.81667,0,-2,0
1,2.4,0,-1,0
0,4.733333,0,-2,0
0,8.283333,1,-4,0
0,9.283333,0,2,1
0,5.95,1,1,0
0,5.616667,0,-4,0
1,7.816667,1,-1,1
0,3.05,0,0,0
0,15.66667,1,2,0
0,6.4,1,1,1
0,3.716667,1,1,0
1,3.35,1,0,0
1,9.333333,0,0,1
1,1.516667,1,0,0
0,7.766667,0,5,1
1,3.733333,1,1,1
0,7.4,0,1,0
1,3.216667,1,1,1
1,6.1,1,-2,0
1,5.616667,1,-2,0
0,1.533333,0,0,1
0,35.45,1,0,0
1,3.433333,0,-1,0
0,11.36667,0,2,1
0,1.266667,0,3,1
0,1.066667,0,-1,1
0,8.566667,1,-1,0
1,0.4166667,1,-1,0
1,0.8666667,0,0,0
1,7.416667,1,0,0
1,2.316667,0,-1,0
0,4.6,0,1,1
1,13.51667,1,3,0
1,4.133333,1,-1,1
0,10.55,0,1,0
1,5,1,0,0
1,1.866667,1,0,1
0,15.13333,1,-2,1
0,5.733333,1,0,0
1,5.7,0,-1,0
1,1.933333,0,-4,1
0,0.25,1,-2,0
1,1.016667,1,-1,1
0,0.85,0,1,0
1,2.433333,0,0,1
1,2.816667,1,0,0
0,0.15,1,-2,0
1,3.083333,1,-4,0
0,5.1,1,0,0
0,7.066667,1,1,0
1,11.13333,1,-2,1
1,3.433333,1,1,0
0,12.78333,0,1,0
1,9.35,1,-3,0
1,0.7,1,-2,0
1,1.35,1,0,0
0,2.633333,1,-1,1
0,17.63333,0,3,0
0,4.35,1,1,1
0,10.3,1,0,1
1,3.533333,0,-2,1
1,1.083333,1,-1,1
0,5.083333,1,1,1
1,8.95,0,-1,0
1,0.6,1,0,0
1,2.716667,1,1,1
1,5,1,-2,1
0,8.133333,1,3,0
0,0.5833333,0,2,1
1,0.4833333,1,-3,0
1,12.46667,0,-2,1
0,10.68333,1,-1,1
0,0.2666667,0,0,0
0,18.71667,1,1,0
1,2.183333,1,-3,1
1,9.533333,1,-3,0
1,5.916667,1,1,0
1,5.15,1,4,1
1,4.783333,0,3,1
0,8.7,1,0,0
0,5.683333,0,1,0
1,1.283333,1,0,0
0,13.58333,1,-1,0
1,4.3,1,-1,0
1,6.75,0,-3,1
1,5.9,1,0,1
1,3.7,0,-1,1
1,7.083333,1,0,1
0,0.6833333,1,2,0
1,10.85,0,2,0
0,13.75,1,0,0
0,0.7833333,0,1,1
0,4.283333,1,1,0
1,10.5,1,0,0
1,1.5,0,-1,1
1,2.25,0,0,1
1,1.316667,0,-1,0
1,5.35,1,-1,0
0,6.2,0,3,0
0,0.5333333,0,-2,0
1,1.666667,0,2,0
0,3.366667,0,1,1
0,7.433333,1,-2,0
0,23.75,1,2,0
1,0.5833333,0,0,0
1,2.3,1,1,0
0,7.65,0,1,0
0,15.15,1,2,0
1,0.5166667,1,-2,0
1,5.45,0,-1,1
1,2.133333,1,1,1
1,6.133333,0,-2,0
0,12.96667,1,-1,1
1,4.233333,0,-1,1
1,2.283333,1,1,0
1,10.68333,1,0,1
1,4.833333,0,0,0
0,4.316667,0,0,0
0,10.9,1,1,0
1,4.45,0,1,0
0,7.233333,0,0,0
0,4,0,0,0
0,5.7,1,0,0
1,6.266667,1,1,0
1,4.216667,0,0,0
0,2.266667,1,-1,0
0,2.7,1,0,0
0,2.65,0,-1,0
1,1.7,0,0,1
1,23.45,1,0,0
0,3.133333,1,0,0
0,5.883333,0,1,0
1,3.15,1,0,1
0,2.383333,0,-1,0
1,16.43333,0,0,0
1,2.266667,1,-3,1
0,12.66667,0,-2,0
1,0.4333333,1,0,1
1,3.016667,0,0,0
1,5.666667,1,1,0
1,2.65,1,-6,0
1,0.2166667,0,-1,0
1,3.383333,0,-2,0
0,0.1833333,1,3,1
1,3.65,1,-1,0
0,17.55,0,-4,0
1,7.633333,1,-1,0
1,4.933333,1,-3,0
0,5.883333,1,-1,0
1,1.8,0,-2,1
1,0.9,1,4,0
1,5.95,0,-1,1
0,9.416667,1,-3,0
0,2.516667,1,2,1
1,5.366667,0,0,0
1,9.5,0,-1,1
1,4.5,0,0,1
1,8.983333,1,-2,1
0,15.76667,0,-3,0
0,0.4666667,1,3,1
1,3.266667,0,-1,0
1,18.85,1,1,1
0,7.216667,1,5,1
1,6.833333,0,-5,1
0,5.466667,1,2,0
1,3.166667,1,0,1
1,11.58333,1,3,0
1,5.15,1,1,0
1,3.733333,0,-2,0
1,1.283333,1,-1,1
1,0.2666667,1,1,0
1,15.85,0,-2,0
0,17.86667,1,3,0
1,11.28333,1,5,0
1,5.733333,0,0,1
0,4.1,1,-2,1
1,2.933333,0,-2,1
1,3.016667,0,-1,0
0,3.166667,1,0,0
1,0.6833333,1,0,1
1,5.7,1,-1,0
0,11.38333,0,1,0
0,12.16667,0,0,0
1,10.86667,1,3,0
0,12.16667,0,-1,0
0,3.966667,1,0,0
1,5.15,0,0,0
0,4.133333,0,-2,0
0,19.9,1,0,0
1,5.883333,0,-3,1
1,6.766667,1,1,0
1,0.8166667,0,-1,0
1,5.85,1,0,1
0,6.4,1,-1,1
1,8.75,1,2,0
1,16,0,-1,0
1,10.4,0,-1,0
0,14.93333,0,0,0
0,9.4,1,1,0
0,16.98333,1,-1,0
0,4.733333,0,-1,1
1,1.9,1,-1,0
1,8.383333,0,-1,0
1,2.466667,0,2,1
1,2.25,1,0,0
1,9.55,0,2,0
1,3.783333,1,2,0
1,0.7666667,0,0,1
1,13.06667,0,0,0
1,12.08333,1,0,0
0,1.116667,1,-1,0
1,0.2333333,0,-3,1
1,3.766667,1,-1,0
0,4.683333,1,2,1
1,2.066667,0,-2,1
1,4.2,1,-1,0
0,7.516667,1,2,1
1,6.216667,0,0,1
1,6.366667,0,-4,1
1,0.4166667,1,-1,0
0,1.55,0,1,1
0,3.866667,1,-1,0
1,8.016667,1,-1,0
1,1.133333,0,0,0
1,4.9,0,2,0
0,13.78333,0,0,0
0,0.9333333,1,2,0
1,0.9166667,1,0,0
1,2.2,0,1,1
0,6.416667,1,3,0
1,5.166667,1,-1,1
1,0.7666667,0,2,1
1,1.033333,1,-1,0
0,1.166667,1,3,0
0,8.233333,0,0,0
0,7.083333,0,2,1
0,3.633333,1,1,1
0,6.25,0,0,0
1,3.566667,0,-1,0
1,3.716667,0,-1,1
1,3.783333,0,0,0
1,18.95,0,0,0
1,2.15,1,0,0
1,7.75,1,0,0
1,7,1,-2,0
1,3.166667,1,-1,0
1,2.8,1,0,1
1,7.133333,0,-2,0
0,5.366667,0,0,1
0,0.4333333,1,1,0
1,4.883333,1,1,1
1,6.916667,0,1,1
1,5.166667,1,-1,0
0,9.716667,0,-1,0
1,10.65,1,0,1
0,0.8833333,0,-1,1
0,1.816667,0,3,0
0,0.7666667,1,-2,0
1,3.483333,1,1,1
1,12.2,1,-2,1
1,17.18333,0,1,1
0,2.566667,1,1,0
1,4.516667,0,1,0
1,0.5666667,0,0,1
1,1.783333,1,-2,0
1,19.71667,1,0,0
0,7.666667,0,1,0
0,2.55,0,3,0
1,3.933333,1,1,1
1,3.016667,1,0,1
0,8.183333,1,1,0
1,5.483333,1,1,1
0,14.46667,1,-1,0
1,6.3,1,0,1
1,7.566667,0,-1,1
1,9.6,1,-3,0
0,5.483333,0,-1,0
1,5.95,0,-1,0
1,5.016667,1,-1,0
1,2.75,1,-1,0
0,3.783333,0,-1,1
1,2.516667,1,-1,1
0,6.933333,1,2,0
1,6.666667,1,-1,0
1,0.3833333,1,1,1
0,6.25,0,1,1
1,12.43333,0,0,1
1,4.483333,1,0,1
1,5.45,0,-4,1
1,1.05,1,1,0
1,4.65,0,2,1
0,4.666667,1,0,0
1,1.9,0,-2,1
0,22.73333,1,2,0
1,0.9,0,1,1
0,3.666667,0,0,1
1,4.2,1,0,0
1,5.783333,1,-1,0
1,14.6,0,-3,1
0,6.75,1,-1,0
0,7.416667,0,0,0
1,6.9,0,2,0
0,13.31667,1,3,1
1,10.48333,1,-1,0
1,15.7,1,1,0
1,11.2,1,3,1
1,3.566667,0,-3,0
1,0.9,1,-2,1
1,1.466667,0,0,1
0,11.26667,0,0,0
1,2.633333,0,3,0
1,3.816667,1,-2,1
1,4.4,0,0,1
1,0.9833333,1,0,0
0,8.7,1,-1,0
1,3.433333,1,0,1
1,0.7333333,1,2,0
1,3.416667,0,-3,0
1,4.9,1,-1,1
1,3.45,0,-1,0
0,5.266667,0,-1,0
0,0.35,0,-1,0
1,1.733333,0,0,0
1,3.883333,0,1,0
0,9.75,0,0,1
0,3.633333,1,1,0
1,8.133333,1,1,0
0,9.783333,0,-1,1
1,2.466667,0,0,0
1,8.816667,0,-2,0
0,7.966667,1,3,1
1,2.4,1,0,0
1,8,0,1,0
1,0.3666667,1,-1,0
1,12.31667,1,1,0
0,6.783333,0,-1,0
1,23.41667,1,-1,0
1,3.05,1,1,0
0,14.03333,0,0,0
0,5.183333,1,0,1
0,3.683333,1,1,1
1,3.383333,1,1,1
0,2.25,1,1,0
1,14.21667,0,-2,0
0,8.783333,1,-2,0
1,4.883333,0,0,1
0,4.65,0,0,0
1,5.05,0,0,1
0,3.25,1,0,0
1,21.51667,0,0,1
1,7.166667,1,3,1
1,1.016667,1,-1,1
0,9.883333,1,1,1
1,4.366667,0,3,1
1,14.65,0,2,0
0,5.4,0,1,0
1,1.383333,1,3,0
1,0.7333333,0,1,0
1,6.366667,1,1,0
1,1.3,0,-1,0
0,3.183333,0,0,1
0,1.766667,1,0,0
0,3.833333,0,3,0
1,9.766667,0,-1,0
1,14.78333,1,0,0
1,4.85,0,0,0
0,3,0,0,1
1,2.716667,1,-1,0
1,7.516667,0,0,0
1,4.466667,1,0,1
1,2.666667,0,-1,1
1,17.13333,1,2,0
1,5.083333,1,0,1
0,1.85,1,1,0
1,2.316667,0,0,1
1,6.45,1,1,1
1,7.816667,1,3,0
1,2.333333,0,-2,1
1,3.783333,0,2,0
0,10.43333,1,0,1
1,3.583333,0,1,0
0,6.633333,0,0,0
0,3.616667,1,-1,0
1,18.28333,1,-2,0
1,4.3,1,1,0
1,7.85,0,-3,0
0,3.433333,1,1,0
0,1.9,0,-1,1
1,2.966667,1,0,0
1,5.916667,0,-3,0
1,1.233333,1,-4,0
1,11.96667,0,0,0
1,11.93333,0,1,0
1,5.466667,0,0,0
0,3.45,1,0,0
0,3.8,0,1,0
1,7.133333,1,-4,0
1,7.116667,1,3,1
1,1.416667,1,-1,1
0,2.683333,1,1,1
0,7.45,0,0,1
1,14.16667,1,-1,1
1,9.533333,1,-3,0
1,6.683333,0,-2,0
0,2.6,1,0,0
0,4.333333,1,-1,0
1,5.583333,0,1,0
0,1.1,1,4,0
0,6.7,1,2,0
1,4.15,1,0,1
1,1.466667,1,0,0
0,22.18333,1,1,0
1,17.08333,1,0,0
1,3.75,0,-1,0
1,7.416667,1,-1,1
0,2.116667,1,0,0
1,4.9,1,-1,0
0,2.7,0,-1,0
0,5.65,0,-1,1
1,2.316667,0,-1,0
0,0.8,1,1,0
1,3.2,0,-3,0
1,2.883333,1,-1,0
0,13.03333,0,-1,0
1,3.25,1,-1,0
1,23.25,0,0,0
0,5.033333,1,-1,0
1,0.3666667,0,-1,0
1,1.033333,0,-1,1
0,9.283333,1,1,0
0,2.983333,0,0,0
0,2.666667,0,-1,0
0,3.433333,1,0,1
0,5.783333,0,-1,0
0,21.33333,0,-1,0
1,6.783333,1,0,1
1,3.833333,0,-1,1
0,2.666667,1,-2,0
0,6.633333,1,0,1
0,7.6,1,-1,0
1,8.216667,1,0,0
1,5.883333,1,-1,0
0,2.283333,1,0,0
1,6.183333,1,1,0
1,8.916667,0,1,1
1,3.516667,1,-3,0
0,1.483333,0,0,0
1,5.75,0,1,1
1,1.183333,0,1,0
1,6.216667,1,2,0
1,5.216667,0,1,1
0,7.783333,1,1,0
1,2.033333,0,0,1
1,6.483333,1,1,1
1,12.55,1,-2,1
0,10.91667,0,2,1
0,2.45,0,-1,1
1,8.683333,0,1,0
1,3.1,1,1,1
1,6.65,0,1,1
0,8.6,1,4,0
0,0.7666667,0,2,0
1,9.533333,0,3,0
0,2.566667,1,1,0
1,8.033333,0,-1,0
1,5.233333,1,1,0
1,7.3,0,2,0
0,6.7,0,3,1
0,10.85,1,0,0
1,8.733333,0,-1,1
1,6.016667,1,-2,0
0,3.866667,1,4,0
1,5.15,0,0,1
0,4,1,0,0
0,7.933333,0,1,0
1,1.583333,0,0,0
1,1.583333,1,-2,0
1,13.83333,0,4,1
1,12.28333,1,3,1
1,3.116667,0,0,1
1,4.933333,0,1,0
1,5,1,1,0
0,7.483333,1,-1,0
0,6.766667,1,3,1
0,2.433333,0,3,1
1,12.96667,1,0,0
0,2.683333,0,1,1
0,3.3,0,0,1
0,6.916667,1,2,1
0,4.033333,0,5,0
0,2.75,0,2,1
1,3.333333,1,1,0
1,2.8,1,2,1
0,1.966667,0,-1,1
1,2.683333,1,-1,1
0,5.3,0,-3,0
0,4.433333,0,3,0
1,3.583333,1,1,1
0,4.433333,1,0,0
1,7.283333,1,0,0
1,1.333333,0,-2,0
0,3.433333,0,-1,1
0,26.03333,1,2,0
0,4.5,1,-2,1
0,27.36667,0,-1,0
1,3.566667,0,2,0
1,3.216667,0,-1,1
1,6.916667,1,-1,0
1,3,0,0,1
1,2.783333,0,0,1
0,2.433333,1,0,0
